t,planned_x,planned_y,planned_z,planned_p1,planned_p2,planned_p3,actual_x,actual_y,actual_z,actual_p1,actual_p2,actual_p3,tracking_error_xy,tracking_error_z,segment_id,is_travel,is_retract
0.0000,3.5000,0.0000,0.1000,0.0000,0.0000,0.0000,3500.0000,0.0000,0.4650,5.1360,0.0000,0.0000,3496.5000,0.3650,0,0,0
0.0521,3.5000,0.0000,0.1000,0.0167,0.0000,0.0000,3500.0000,0.0000,0.1092,5.1360,0.0000,0.0000,3496.5000,0.0092,0,0,0
0.1042,3.5000,0.0000,0.1000,0.0679,0.0000,0.0000,3500.0000,0.0000,0.1092,5.1360,0.0000,0.0000,3496.5000,0.0092,0,0,0
0.1562,3.5000,0.0000,0.1000,0.1286,0.0000,0.0000,3500.0000,0.0000,0.1092,5.1360,0.0000,0.0000,3496.5000,0.0092,0,0,0
0.2083,3.5000,0.0000,0.1000,0.1893,0.0000,0.0000,3500.0000,0.0000,0.1092,5.1360,0.0000,0.0000,3496.5000,0.0092,0,0,0
0.2604,3.5000,0.0000,0.1000,0.2500,0.0000,0.0000,3500.0000,0.0000,0.1092,5.1360,0.0000,0.0000,3496.5000,0.0092,0,0,0
0.3125,3.5000,0.0000,0.1000,0.3107,0.0000,0.0000,3500.0000,0.0000,0.1092,5.1360,0.0000,0.0000,3496.5000,0.0092,0,0,0
0.3646,3.5000,0.0000,0.1000,0.3714,0.0000,0.0000,3500.0000,0.0000,0.1003,0.6016,0.0000,0.0000,3496.5000,0.0003,0,0,0
0.4167,3.5000,0.0000,0.1000,0.4321,0.0000,0.0000,3500.0000,0.0000,0.1003,0.6016,0.0000,0.0000,3496.5000,0.0003,0,0,0
0.4687,3.5000,0.0000,0.1000,0.4833,0.0000,0.0000,3500.0000,0.0000,0.1003,0.6016,0.0000,0.0000,3496.5000,0.0003,0,0,0
0.5208,3.5000,0.0000,0.1000,0.5000,0.0000,0.0000,3500.0000,0.0000,0.1003,0.6016,0.0000,0.0000,3496.5000,0.0003,0,0,0
0.5209,3.5068,0.0012,0.1000,0.5001,0.0000,0.0000,3500.0000,0.0000,0.1003,0.6016,0.0000,0.0000,3496.4932,0.0003,0,0,0
0.5211,3.5137,0.0024,0.1000,0.5003,0.0000,0.0000,3494.1187,12.5084,0.1000,0.4900,0.0000,0.0000,3490.6274,0.0000,0,0,0
0.5212,3.5199,0.0060,0.1000,0.5004,0.0000,0.0000,3516.0363,6.0014,0.1000,0.5003,0.0000,0.0000,3512.5215,0.0000,0,0,0
0.5213,3.5261,0.0095,0.1000,0.5006,0.0000,0.0000,3516.0363,6.0014,0.1000,0.5003,0.0000,0.0000,3512.5153,0.0000,0,0,0
0.5214,3.5311,0.0152,0.1000,0.5007,0.0000,0.0000,3516.0363,6.0014,0.1000,0.5003,0.0000,0.0000,3512.5103,0.0000,0,0,0
0.5216,3.5361,0.0208,0.1000,0.5009,0.0000,0.0000,3533.1969,18.4026,0.1000,0.5006,0.0000,0.0000,3529.7087,0.0000,0,0,0
0.5217,3.5393,0.0283,0.1000,0.5010,0.0000,0.0000,3538.9327,28.4944,0.1000,0.5009,0.0000,0.0000,3535.5080,0.0000,0,0,0
0.5218,3.5426,0.0357,0.1000,0.5012,0.0000,0.0000,3538.9327,28.4944,0.1000,0.5009,0.0000,0.0000,3535.5047,0.0000,0,0,0
0.5220,3.5436,0.0445,0.1000,0.5014,0.0000,0.0000,3538.9327,28.4944,0.1000,0.5009,0.0000,0.0000,3535.5036,0.0000,0,0,0
