t,planned_x,planned_y,planned_z,planned_p1,planned_p2,planned_p3,actual_x,actual_y,actual_z,actual_p1,actual_p2,actual_p3,tracking_error_xy,tracking_error_z,segment_id,is_travel,is_retract
0.0000,3.5000,0.0000,0.1000,0.0000,0.0000,0.0000,3500.0000,0.0000,0.1490,5.1360,0.0000,0.0000,3496.5000,0.0490,0,0,0
0.0521,3.5000,0.0000,0.1000,0.0167,0.0000,0.0000,3500.0000,0.0000,0.1490,5.1360,0.0000,0.0000,3496.5000,0.0490,0,0,0
0.1042,3.5000,0.0000,0.1000,0.0679,0.0000,0.0000,3500.0000,0.0000,0.1490,5.1360,0.0000,0.0000,3496.5000,0.0490,0,0,0
0.1562,3.5000,0.0000,0.1000,0.1286,0.0000,0.0000,3500.0000,0.0000,0.1490,5.1360,0.0000,0.0000,3496.5000,0.0490,0,0,0
0.2083,3.5000,0.0000,0.1000,0.1893,0.0000,0.0000,3500.0000,0.0000,0.1490,5.1360,0.0000,0.0000,3496.5000,0.0490,0,0,0
0.2604,3.5000,0.0000,0.1000,0.2500,0.0000,0.0000,3500.0000,0.0000,0.1014,2.1527,0.0000,0.0000,3496.5000,0.0014,0,0,0
0.3125,3.5000,0.0000,0.1000,0.3107,0.0000,0.0000,3500.0000,0.0000,0.1014,2.1527,0.0000,0.0000,3496.5000,0.0014,0,0,0
0.3646,3.5000,0.0000,0.1000,0.3714,0.0000,0.0000,3500.0000,0.0000,0.1014,2.1527,0.0000,0.0000,3496.5000,0.0014,0,0,0
0.4167,3.5000,0.0000,0.1000,0.4321,0.0000,0.0000,3500.0000,0.0000,0.1014,2.1527,0.0000,0.0000,3496.5000,0.0014,0,0,0
0.4687,3.5000,0.0000,0.1000,0.4833,0.0000,0.0000,3500.0000,0.0000,0.1014,2.1527,0.0000,0.0000,3496.5000,0.0014,0,0,0
0.5208,3.5000,0.0000,0.1000,0.5000,0.0000,0.0000,3500.0000,0.0000,0.1014,2.1527,0.0000,0.0000,3496.5000,0.0014,0,0,0
0.5209,3.5068,0.0012,0.1000,0.5001,0.0000,0.0000,3506.9995,4.7227,0.1000,0.4986,0.0000,0.0000,3503.4958,0.0000,0,0,0
0.5211,3.5137,0.0024,0.1000,0.5003,0.0000,0.0000,3506.9995,4.7227,0.1000,0.4986,0.0000,0.0000,3503.4890,0.0000,0,0,0
0.5212,3.5199,0.0060,0.1000,0.5004,0.0000,0.0000,3539.1148,-15.2291,0.1000,0.5002,0.0000,0.0000,3535.6277,0.0000,0,0,0
0.5213,3.5261,0.0095,0.1000,0.5006,0.0000,0.0000,3539.1148,-15.2291,0.1000,0.5002,0.0000,0.0000,3535.6215,0.0000,0,0,0
