t,planned_x,planned_y,planned_z,planned_p1,planned_p2,planned_p3,actual_x,actual_y,actual_z,actual_p1,actual_p2,actual_p3,tracking_error_xy,tracking_error_z,segment_id,is_travel,is_retract
0.0000,3.5000,0.0000,0.1000,0.0000,0.0000,0.0000,3500.0000,0.0000,0.4802,5.1360,0.0000,0.0000,3496.5000,0.3802,0,0,0
0.0521,3.5000,0.0000,0.1000,0.0167,0.0000,0.0000,3500.0000,0.0000,0.4802,5.1360,0.0000,0.0000,3496.5000,0.3802,0,0,0
0.1042,3.5000,0.0000,0.1000,0.0679,0.0000,0.0000,3500.0000,0.0000,0.4802,5.1360,0.0000,0.0000,3496.5000,0.3802,0,0,0
0.1562,3.5000,0.0000,0.1000,0.1286,0.0000,0.0000,3500.0000,0.0000,0.1132,5.1137,0.0000,0.0000,3496.5000,0.0132,0,0,0
0.2083,3.5000,0.0000,0.1000,0.1893,0.0000,0.0000,3500.0000,0.0000,0.1132,5.1137,0.0000,0.0000,3496.5000,0.0132,0,0,0
0.2604,3.5000,0.0000,0.1000,0.2500,0.0000,0.0000,3500.0000,0.0000,0.1132,5.1137,0.0000,0.0000,3496.5000,0.0132,0,0,0
0.3125,3.5000,0.0000,0.1000,0.3107,0.0000,0.0000,3500.0000,0.0000,0.1132,5.1137,0.0000,0.0000,3496.5000,0.0132,0,0,0
0.3646,3.5000,0.0000,0.1000,0.3714,0.0000,0.0000,3500.0000,0.0000,0.1132,5.1137,0.0000,0.0000,3496.5000,0.0132,0,0,0
0.4167,3.5000,0.0000,0.1000,0.4321,0.0000,0.0000,3500.0000,0.0000,0.1132,5.1137,0.0000,0.0000,3496.5000,0.0132,0,0,0
0.4687,3.5000,0.0000,0.1000,0.4833,0.0000,0.0000,3500.0000,0.0000,0.1004,4.8001,0.0000,0.0000,3496.5000,0.0004,0,0,0
0.5208,3.5000,0.0000,0.1000,0.5000,0.0000,0.0000,3500.0000,0.0000,0.1004,4.8001,0.0000,0.0000,3496.5000,0.0004,0,0,0
0.5209,3.5068,0.0012,0.1000,0.5001,0.0000,0.0000,3502.0629,-20.6972,0.1000,4.4484,0.0000,0.0000,3498.6172,0.0000,0,0,0
0.5211,3.5137,0.0024,0.1000,0.5003,0.0000,0.0000,3514.0000,2.0000,0.1000,4.4484,0.0000,0.0000,3510.4869,0.0000,0,0,0
0.5212,3.5199,0.0060,0.1000,0.5004,0.0000,0.0000,3514.0000,2.0000,0.1000,3.8207,0.0000,0.0000,3510.4807,0.0000,0,0,0
0.5213,3.5261,0.0095,0.1000,0.5006,0.0000,0.0000,3522.4050,8.7932,0.1000,3.4928,0.0000,0.0000,3518.8899,0.0000,0,0,0
0.5214,3.5311,0.0152,0.1000,0.5007,0.0000,0.0000,3522.4050,8.7932,0.1000,3.4928,0.0000,0.0000,3518.8849,0.0000,0,0,0
0.5216,3.5361,0.0208,0.1000,0.5009,0.0000,0.0000,3536.0313,-2.6802,0.1000,2.8368,0.0000,0.0000,3532.4962,0.0000,0,0,0
0.5217,3.5393,0.0283,0.1000,0.5010,0.0000,0.0000,3536.2141,28.1558,0.1000,2.2012,0.0000,0.0000,3532.7868,0.0000,0,0,0
0.5218,3.5426,0.0357,0.1000,0.5012,0.0000,0.0000,3544.8750,36.4840,0.1000,1.8488,0.0000,0.0000,3541.5200,0.0000,0,0,0
0.5220,3.5436,0.0445,0.1000,0.5014,0.0000,0.0000,3544.8750,36.4840,0.1000,1.8488,0.0000,0.0000,3541.5189,0.0000,0,0,0
0.5221,3.5446,0.0532,0.1000,0.5015,0.0000,0.0000,3551.0370,52.8923,0.1000,1.5393,0.0000,0.0000,3547.8859,0.0000,0,0,0
0.5223,3.5432,0.0627,0.1000,0.5017,0.0000,0.0000,3542.9959,65.5712,0.1000,0.8998,0.0000,0.0000,3540.0589,0.0000,0,0,0
0.5224,3.5417,0.0722,0.1000,0.5019,0.0000,0.0000,3541.1712,74.3900,0.1000,0.8998,0.0000,0.0000,3538.4101,0.0000,0,0,0
0.5226,3.5375,0.0818,0.1000,0.5021,0.0000,0.0000,3541.1712,74.3900,0.1000,0.8998,0.0000,0.0000,3538.4141,0.0000,0,0,0
0.5228,3.5333,0.0914,0.1000,0.5023,0.0000,0.0000,3555.3949,114.3903,0.1000,0.5580,0.0000,0.0000,3553.7002,0.0000,0,0,0
0.5230,3.5263,0.1004,0.1000,0.5026,0.0000,0.0000,3525.1758,102.6991,0.1000,0.5022,0.0000,0.0000,3523.1438,0.0000,0,0,0
0.5232,3.5193,0.1094,0.1000,0.5028,0.0000,0.0000,3521.2392,107.2322,0.1000,0.5026,0.0000,0.0000,3519.3506,0.0000,0,0,0
0.5234,3.5096,0.1172,0.1000,0.5030,0.0000,0.0000,3510.5426,117.4627,0.1000,0.5028,0.0000,0.0000,3508.9956,0.0000,0,0,0
0.5236,3.5000,0.1250,0.1000,0.5033,0.0000,0.0000,3497.2771,126.2075,0.1000,0.5029,0.0000,0.0000,3496.0514,0.0000,0,0,0
0.5238,3.4879,0.1309,0.1000,0.5035,0.0000,0.0000,3459.2096,131.0083,0.1000,0.5030,0.0000,0.0000,3458.1991,0.0000,0,0,0
0.5240,3.4759,0.1368,0.1000,0.5038,0.0000,0.0000,3481.6436,136.9854,0.1000,0.5035,0.0000,0.0000,3480.8588,0.0000,0,0,0
0.5243,3.4618,0.1402,0.1000,0.5041,0.0000,0.0000,3465.5098,140.0040,0.1000,0.5037,0.0000,0.0000,3464.8720,0.0000,0,0,0
0.5245,3.4477,0.1436,0.1000,0.5044,0.0000,0.0000,3451.3695,144.0042,0.1000,0.5037,0.0000,0.0000,3450.9216,0.0000,0,0,0
0.5248,3.4322,0.1440,0.1000,0.5047,0.0000,0.0000,3451.3695,144.0042,0.1000,0.5037,0.0000,0.0000,3450.9371,0.0000,0,0,0
0.5250,3.4167,0.1443,0.1000,0.5050,0.0000,0.0000,3451.3695,144.0042,0.1000,0.5037,0.0000,0.0000,3450.9526,0.0000,0,0,0
0.5253,3.4003,0.1413,0.1000,0.5053,0.0000,0.0000,3379.7740,141.1062,0.1000,0.5041,0.0000,0.0000,3379.3151,0.0000,0,0,0
0.5256,3.3839,0.1383,0.1000,0.5057,0.0000,0.0000,3379.7740,141.1062,0.1000,0.5041,0.0000,0.0000,3379.3315,0.0000,0,0,0
0.5259,3.3675,0.1317,0.1000,0.5060,0.0000,0.0000,3390.2141,131.9397,0.1000,0.5055,0.0000,0.0000,3389.4105,0.0000,0,0,0
0.5262,3.3510,0.1250,0.1000,0.5064,0.0000,0.0000,3390.2141,131.9397,0.1000,0.5055,0.0000,0.0000,3389.4272,0.0000,0,0,0
0.5265,3.3353,0.1146,0.1000,0.5067,0.0000,0.0000,3365.2999,114.9694,0.1000,0.5064,0.0000,0.0000,3363.9259,0.0000,0,0,0
0.5268,3.3196,0.1042,0.1000,0.5071,0.0000,0.0000,3320.2649,113.0042,0.1000,0.5067,0.0000,0.0000,3318.8662,0.0000,0,0,0
0.5272,3.3054,0.0901,0.1000,0.5075,0.0000,0.0000,3320.2649,113.0042,0.1000,0.5067,0.0000,0.0000,3318.8808,0.0000,0,0,0
0.5275,3.2912,0.0760,0.1000,0.5079,0.0000,0.0000,3305.0000,90.0000,0.1000,0.5071,0.0000,0.0000,3302.9332,0.0000,0,0,0
0.5279,3.2793,0.0585,0.1000,0.5083,0.0000,0.0000,3280.3892,58.9993,0.1000,0.5071,0.0000,0.0000,3277.6399,0.0000,0,0,0
0.5282,3.2675,0.0410,0.1000,0.5087,0.0000,0.0000,3280.3892,58.9993,0.1000,0.5079,0.0000,0.0000,3277.6521,0.0000,0,0,0
0.5286,3.2587,0.0205,0.1000,0.5092,0.0000,0.0000,3259.4566,9.8515,0.1000,0.5086,0.0000,0.0000,3256.2127,0.0000,0,0,0
0.5290,3.2500,0.0000,0.1000,0.5096,0.0000,0.0000,3250.0035,1.8703,0.1000,0.5090,0.0000,0.0000,3246.7540,0.0000,0,0,0
0.5293,3.2451,-0.0229,0.1000,0.5101,0.0000,0.0000,3250.0035,1.8703,0.1000,0.5090,0.0000,0.0000,3246.7590,0.0000,0,0,0
0.5297,3.2401,-0.0458,0.1000,0.5105,0.0000,0.0000,3240.9208,-30.8331,0.1000,0.5090,0.0000,0.0000,3237.8271,0.0000,0,0,0
0.5302,3.2395,-0.0704,0.1000,0.5110,0.0000,0.0000,3240.9208,-30.8331,0.1000,0.5094,0.0000,0.0000,3237.8274,0.0000,0,0,0
0.5306,3.2390,-0.0950,0.1000,0.5115,0.0000,0.0000,3238.9999,-90.4470,0.1000,0.5109,0.0000,0.0000,3237.0222,0.0000,0,0,0
0.5310,3.2432,-0.1204,0.1000,0.5120,0.0000,0.0000,3238.9999,-90.4470,0.1000,0.5109,0.0000,0.0000,3237.0172,0.0000,0,0,0
0.5314,3.2474,-0.1458,0.1000,0.5125,0.0000,0.0000,3247.0034,-142.0807,0.1000,0.5120,0.0000,0.0000,3246.8597,0.0000,0,0,0
0.5319,3.2567,-0.1711,0.1000,0.5131,0.0000,0.0000,3256.5182,-165.9034,0.1000,0.5121,0.0000,0.0000,3257.4803,0.0000,0,0,0
0.5323,3.2659,-0.1964,0.1000,0.5136,0.0000,0.0000,3256.0649,-196.0175,0.1000,0.5131,0.0000,0.0000,3258.6879,0.0000,0,0,0
0.5328,3.2803,-0.2206,0.1000,0.5142,0.0000,0.0000,3280.0000,-221.0000,0.1000,0.5131,0.0000,0.0000,3284.1491,0.0000,0,0,0
0.5333,3.2947,-0.2447,0.1000,0.5147,0.0000,0.0000,3280.0000,-221.0000,0.1000,0.5136,0.0000,0.0000,3284.1332,0.0000,0,0,0
0.5338,3.3140,-0.2667,0.1000,0.5153,0.0000,0.0000,3280.0000,-221.0000,0.1000,0.5136,0.0000,0.0000,3284.1124,0.0000,0,0,0
0.5343,3.3333,-0.2887,0.1000,0.5159,0.0000,0.0000,3319.8062,-272.8062,0.1000,0.5147,0.0000,0.0000,3327.6505,0.0000,0,0,0
0.5348,3.3573,-0.3075,0.1000,0.5165,0.0000,0.0000,3328.6685,-298.9188,0.1000,0.5156,0.0000,0.0000,3338.6919,0.0000,0,0,0
0.5353,3.3812,-0.3263,0.1000,0.5171,0.0000,0.0000,3328.6685,-298.9188,0.1000,0.5156,0.0000,0.0000,3338.6664,0.0000,0,0,0
0.5358,3.4093,-0.3410,0.1000,0.5177,0.0000,0.0000,3328.6685,-298.9188,0.1000,0.5156,0.0000,0.0000,3338.6371,0.0000,0,0,0
0.5363,3.4373,-0.3556,0.1000,0.5184,0.0000,0.0000,3436.8279,-355.3373,0.1000,0.5174,0.0000,0.0000,3451.6928,0.0000,0,0,0
0.5369,3.4686,-0.3653,0.1000,0.5190,0.0000,0.0000,3476.2055,-365.0001,0.1000,0.5183,0.0000,0.0000,3491.8276,0.0000,0,0,0
0.5374,3.5000,-0.3750,0.1000,0.5197,0.0000,0.0000,3476.2055,-365.0001,0.1000,0.5183,0.0000,0.0000,3491.7954,0.0000,0,0,0
0.5380,3.5338,-0.3790,0.1000,0.5203,0.0000,0.0000,3507.8451,-377.7080,0.1000,0.5190,0.0000,0.0000,3524.5673,0.0000,0,0,0
0.5386,3.5675,-0.3830,0.1000,0.5210,0.0000,0.0000,3507.8451,-377.7080,0.1000,0.5190,0.0000,0.0000,3524.5333,0.0000,0,0,0
0.5392,3.6026,-0.3807,0.1000,0.5217,0.0000,0.0000,3507.8451,-377.7080,0.1000,0.5190,0.0000,0.0000,3524.4987,0.0000,0,0,0
0.5397,3.6378,-0.3785,0.1000,0.5224,0.0000,0.0000,3644.7041,-377.9723,0.1000,0.5210,0.0000,0.0000,3660.5930,0.0000,0,0,0
0.5404,3.6730,-0.3697,0.1000,0.5231,0.0000,0.0000,3673.0000,-370.0000,0.1000,0.5210,0.0000,0.0000,3687.8974,0.0000,0,0,0
