t,planned_x,planned_y,planned_z,planned_p1,planned_p2,planned_p3,actual_x,actual_y,actual_z,actual_p1,actual_p2,actual_p3,tracking_error_xy,tracking_error_z,segment_id,is_travel,is_retract
0.0000,0.0000,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,0,0,0
0.1930,9.6500,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.6500,5.0000,1,1,0
0.3860,19.3000,0.0000,5.0000,0.0000,0.0000,0.0000,148.2000,0.0000,4.5725,0.0000,0.0000,0.0000,128.9000,0.4275,1,1,0
0.5110,19.3000,0.0000,4.7500,0.0000,0.0000,0.0000,4280.7000,0.0000,4.5725,0.0000,0.0000,0.0000,4261.4000,0.1775,1,1,0
0.6360,19.3000,0.0000,4.4999,0.0000,0.0000,0.0000,4280.7000,0.0000,4.9920,0.0000,0.0000,0.0000,4261.4000,0.4921,1,1,0
0.8949,19.3000,0.0000,4.4618,0.0000,0.0000,0.0000,7560.1000,0.0000,4.9920,0.0000,0.0000,0.0000,7540.8000,0.5302,1,1,0
1.1537,19.3000,0.0000,4.3477,0.0000,0.0000,0.0000,7560.1000,0.0000,4.5305,0.0000,0.0000,0.0000,7540.8000,0.1828,1,1,0
1.4125,19.3000,0.0000,4.1573,0.0000,0.0000,0.0000,9156.0000,0.0000,4.4492,0.0000,0.0000,0.0000,9136.7000,0.2919,1,1,0
1.6713,19.3000,0.0000,3.8529,0.0000,0.0000,0.0000,10729.8000,0.0000,4.2217,0.0000,0.0000,0.0000,10710.5000,0.3688,1,1,0
1.9301,19.3000,0.0000,3.5078,0.0000,0.0000,0.0000,11293.3000,0.0000,4.2217,0.0000,0.0000,0.0000,11274.0000,0.7139,1,1,0
2.1890,19.3000,0.0000,3.1627,0.0000,0.0000,0.0000,11785.3000,0.0000,3.8835,0.0000,0.0000,0.0000,11766.0000,0.7208,1,1,0
2.4478,19.3000,0.0000,2.8176,0.0000,0.0000,0.0000,11785.3000,0.0000,3.4353,0.0000,0.0000,0.0000,11766.0000,0.6177,1,1,0
2.7066,19.3000,0.0000,2.4725,0.0000,0.0000,0.0000,12506.5000,0.0000,2.9437,0.0000,0.0000,0.0000,12487.2000,0.4712,1,1,0
2.9654,19.3000,0.0000,2.1274,0.0000,0.0000,0.0000,12537.7000,0.0000,2.5095,0.0000,0.0000,0.0000,12518.4000,0.3821,1,1,0
3.2242,19.3000,0.0000,1.7823,0.0000,0.0000,0.0000,13944.4000,0.0000,2.5095,0.0000,0.0000,0.0000,13925.1000,0.7272,1,1,0
3.4830,19.3000,0.0000,1.4372,0.0000,0.0000,0.0000,14866.7000,0.0000,2.1659,0.0000,0.0000,0.0000,14847.4000,0.7287,1,1,0
3.7419,19.3000,0.0000,1.0921,0.0000,0.0000,0.0000,14866.7000,0.0000,1.7917,0.0000,0.0000,0.0000,14847.4000,0.6996,1,1,0
4.0007,19.3000,0.0000,0.7470,0.0000,0.0000,0.0000,16477.3000,0.0000,1.2047,0.0000,0.0000,0.0000,16458.0000,0.4577,1,1,0
4.2595,19.3000,0.0000,0.4426,0.0000,0.0000,0.0000,16595.6000,0.0000,0.7832,0.0000,0.0000,0.0000,16576.3000,0.3406,1,1,0
4.5183,19.3000,0.0000,0.2522,0.0000,0.0000,0.0000,16595.6000,0.0000,0.7832,0.0000,0.0000,0.0000,16576.3000,0.5310,1,1,0
4.7771,19.3000,0.0000,0.1381,0.0000,0.0000,0.0000,18712.4000,0.0000,0.4488,0.0000,0.0000,0.0000,18693.1000,0.3107,1,1,0
5.0360,19.3000,0.0000,0.1000,0.0000,0.0000,0.0000,18959.3000,0.0000,0.1788,0.0000,0.0000,0.0000,18940.0000,0.0788,1,1,0
5.0873,19.3000,0.0000,0.1000,-0.0137,0.0000,0.0000,19296.9000,0.0000,0.1788,0.0000,0.0000,0.0000,19277.6000,0.0788,1,0,0
5.1387,19.3000,0.0000,0.1000,-0.0564,0.0000,0.0000,19296.9000,0.0000,0.1128,-0.0016,0.0000,0.0000,19277.6000,0.0128,1,0,0
5.1901,19.3000,0.0000,0.1000,-0.1163,0.0000,0.0000,19296.9000,0.0000,0.1128,-0.0016,0.0000,0.0000,19277.6000,0.0128,1,0,0
5.2415,19.3000,0.0000,0.1000,-0.1762,0.0000,0.0000,19296.9000,0.0000,0.1128,-0.0016,0.0000,0.0000,19277.6000,0.0128,1,0,0
5.2929,19.3000,0.0000,0.1000,-0.2361,0.0000,0.0000,19296.9000,0.0000,0.1128,-0.0016,0.0000,0.0000,19277.6000,0.0128,1,0,0
