t,planned_x,planned_y,planned_z,planned_p1,planned_p2,planned_p3,actual_x,actual_y,actual_z,actual_p1,actual_p2,actual_p3,tracking_error_xy,tracking_error_z,segment_id,is_travel,is_retract
0.0000,0.0000,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,0,0,0
0.2877,10.7222,5.3611,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8096,0.0000,0.0000,0.0000,11.9878,1.1904,1,1,0
0.5754,27.8778,13.9389,5.0000,0.0000,0.0000,0.0000,31.3540,31.3540,4.9618,0.0000,0.0000,0.0000,17.7587,0.0382,1,1,0
0.8631,38.6000,19.3000,5.0000,0.0000,0.0000,0.0000,38469.9345,19236.3116,5.0000,0.0000,0.0000,0.0000,42968.1395,0.0000,1,1,0
1.1631,38.6000,19.3000,5.0000,0.0000,0.0000,0.0000,38469.9345,19236.3116,5.0000,0.0000,0.0000,0.0000,42968.1395,0.0000,1,0,0
1.2881,38.6000,19.3000,4.7500,0.0000,0.0000,0.0000,38469.9345,19236.3116,5.0000,0.0000,0.0000,0.0000,42968.1395,0.2500,1,1,0
1.4132,38.6000,19.3000,4.4999,0.0000,0.0000,0.0000,38469.9345,19236.3116,5.0000,0.0000,0.0000,0.0000,42968.1395,0.5001,1,1,0
1.6720,38.6000,19.3000,4.4618,0.0000,0.0000,0.0000,38469.9345,19236.3116,5.0000,0.0000,0.0000,0.0000,42968.1395,0.5382,1,1,0
1.9308,38.6000,19.3000,4.3477,0.0000,0.0000,0.0000,38469.9345,19236.3116,5.0000,0.0000,0.0000,0.0000,42968.1395,0.6523,1,1,0
2.1896,38.6000,19.3000,4.1573,0.0000,0.0000,0.0000,38469.9345,19236.3116,5.0000,0.0000,0.0000,0.0000,42968.1395,0.8427,1,1,0
2.4484,38.6000,19.3000,3.8529,0.0000,0.0000,0.0000,38469.9345,19236.3116,5.0000,0.0000,0.0000,0.0000,42968.1395,1.1471,1,1,0
2.7073,38.6000,19.3000,3.5078,0.0000,0.0000,0.0000,38469.9345,19236.3116,5.0000,0.0000,0.0000,0.0000,42968.1395,1.4922,1,1,0
2.9661,38.6000,19.3000,3.1627,0.0000,0.0000,0.0000,38469.9345,19236.3116,5.0000,0.0000,0.0000,0.0000,42968.1395,1.8373,1,1,0
3.2249,38.6000,19.3000,2.8176,0.0000,0.0000,0.0000,38469.9345,19236.3116,5.0000,0.0000,0.0000,0.0000,42968.1395,2.1824,1,1,0
3.4837,38.6000,19.3000,2.4725,0.0000,0.0000,0.0000,38600.0000,19300.0000,3.3156,0.0000,0.0000,0.0000,43112.9559,0.8431,1,1,0
3.7425,38.6000,19.3000,2.1274,0.0000,0.0000,0.0000,38600.0000,19300.0000,2.5359,0.0000,0.0000,0.0000,43112.9559,0.4085,1,1,0
4.0013,38.6000,19.3000,1.7823,0.0000,0.0000,0.0000,38600.0000,19300.0000,2.5359,0.0000,0.0000,0.0000,43112.9559,0.7536,1,1,0
4.2602,38.6000,19.3000,1.4372,0.0000,0.0000,0.0000,38600.0000,19300.0000,2.1556,0.0000,0.0000,0.0000,43112.9559,0.7184,1,1,0
4.5190,38.6000,19.3000,1.0921,0.0000,0.0000,0.0000,38600.0000,19300.0000,1.6887,0.0000,0.0000,0.0000,43112.9559,0.5966,1,1,0
4.7778,38.6000,19.3000,0.7470,0.0000,0.0000,0.0000,38600.0000,19300.0000,1.2215,0.0000,0.0000,0.0000,43112.9559,0.4745,1,1,0
5.0366,38.6000,19.3000,0.4426,0.0000,0.0000,0.0000,38600.0000,19300.0000,0.8084,0.0000,0.0000,0.0000,43112.9559,0.3658,1,1,0
5.2954,38.6000,19.3000,0.2522,0.0000,0.0000,0.0000,38600.0000,19300.0000,0.4713,0.0000,0.0000,0.0000,43112.9559,0.2191,1,1,0
5.5543,38.6000,19.3000,0.1381,0.0000,0.0000,0.0000,38600.0000,19300.0000,0.4713,0.0000,0.0000,0.0000,43112.9559,0.3332,1,1,0
5.8131,38.6000,19.3000,0.1000,0.0000,0.0000,0.0000,38600.0000,19300.0000,0.2346,0.0000,0.0000,0.0000,43112.9559,0.1346,1,1,0
