t,planned_x,planned_y,planned_z,planned_p1,planned_p2,planned_p3,actual_x,actual_y,actual_z,actual_p1,actual_p2,actual_p3,tracking_error_xy,tracking_error_z,segment_id,is_travel,is_retract
0.0000,0.0000,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,0,0,0
0.2877,10.7222,5.3611,5.0000,0.0000,0.0000,0.0000,251.3000,246.2000,0.0722,0.0000,0.0000,0.0000,340.4130,4.9278,1,1,0
0.5754,27.8778,13.9389,5.0000,0.0000,0.0000,0.0000,251.3000,246.2000,4.8131,0.0000,0.0000,0.0000,322.2774,0.1869,1,1,0
0.8631,38.6000,19.3000,5.0000,0.0000,0.0000,0.0000,1653.1000,1179.5000,4.9947,0.0000,0.0000,0.0000,1988.1334,0.0053,1,1,0
1.1631,38.6000,19.3000,5.0000,0.0000,0.0000,0.0000,2695.4000,1574.9000,4.9998,0.0000,0.0000,0.0000,3078.7136,0.0002,1,0,0
1.2881,38.6000,19.3000,4.7500,0.0000,0.0000,0.0000,3387.3000,2209.3000,5.0000,0.0000,0.0000,0.0000,4001.2363,0.2500,1,1,0
1.4132,38.6000,19.3000,4.4999,0.0000,0.0000,0.0000,3607.2000,2428.7000,5.0000,0.0000,0.0000,0.0000,4305.8233,0.5001,1,1,0
1.6720,38.6000,19.3000,4.4618,0.0000,0.0000,0.0000,3607.2000,2428.7000,4.8818,0.0000,0.0000,0.0000,4305.8233,0.4200,1,1,0
1.9308,38.6000,19.3000,4.3477,0.0000,0.0000,0.0000,3607.2000,2428.7000,4.8818,0.0000,0.0000,0.0000,4305.8233,0.5341,1,1,0
2.1896,38.6000,19.3000,4.1573,0.0000,0.0000,0.0000,8935.7000,5110.2000,4.8818,0.0000,0.0000,0.0000,10250.6415,0.7245,1,1,0
2.4484,38.6000,19.3000,3.8529,0.0000,0.0000,0.0000,8935.7000,5110.2000,4.3715,0.0000,0.0000,0.0000,10250.6415,0.5186,1,1,0
2.7073,38.6000,19.3000,3.5078,0.0000,0.0000,0.0000,8935.7000,5110.2000,4.3715,0.0000,0.0000,0.0000,10250.6415,0.8637,1,1,0
2.9661,38.6000,19.3000,3.1627,0.0000,0.0000,0.0000,8935.7000,5110.2000,4.3715,0.0000,0.0000,0.0000,10250.6415,1.2088,1,1,0
3.2249,38.6000,19.3000,2.8176,0.0000,0.0000,0.0000,14877.1000,7892.7000,4.3715,0.0000,0.0000,0.0000,16797.9615,1.5539,1,1,0
3.4837,38.6000,19.3000,2.4725,0.0000,0.0000,0.0000,14877.1000,7892.7000,3.3203,0.0000,0.0000,0.0000,16797.9615,0.8478,1,1,0
3.7425,38.6000,19.3000,2.1274,0.0000,0.0000,0.0000,14877.1000,7892.7000,3.3203,0.0000,0.0000,0.0000,16797.9615,1.1929,1,1,0
4.0013,38.6000,19.3000,1.7823,0.0000,0.0000,0.0000,22253.6000,11342.5000,3.3203,0.0000,0.0000,0.0000,24934.3354,1.5380,1,1,0
4.2602,38.6000,19.3000,1.4372,0.0000,0.0000,0.0000,22253.6000,11342.5000,2.2366,0.0000,0.0000,0.0000,24934.3354,0.7994,1,1,0
4.5190,38.6000,19.3000,1.0921,0.0000,0.0000,0.0000,22253.6000,11342.5000,2.2366,0.0000,0.0000,0.0000,24934.3354,1.1445,1,1,0
4.7778,38.6000,19.3000,0.7470,0.0000,0.0000,0.0000,22253.6000,11342.5000,2.2366,0.0000,0.0000,0.0000,24934.3354,1.4896,1,1,0
5.0366,38.6000,19.3000,0.4426,0.0000,0.0000,0.0000,28122.2000,14132.6000,2.2366,0.0000,0.0000,0.0000,31430.4602,1.7940,1,1,0
5.2954,38.6000,19.3000,0.2522,0.0000,0.0000,0.0000,28122.2000,14132.6000,0.9109,0.0000,0.0000,0.0000,31430.4602,0.6587,1,1,0
5.5543,38.6000,19.3000,0.1381,0.0000,0.0000,0.0000,28122.2000,14132.6000,0.9109,0.0000,0.0000,0.0000,31430.4602,0.7728,1,1,0
5.8131,38.6000,19.3000,0.1000,0.0000,0.0000,0.0000,35190.8000,17542.8000,0.9109,0.0000,0.0000,0.0000,39277.8591,0.8109,1,1,0
5.8645,38.6000,19.3000,0.1000,0.0055,0.0000,0.0000,35190.8000,17542.8000,0.1995,0.0000,0.0000,0.0000,39277.8591,0.0995,1,0,0
5.9159,38.6000,19.3000,0.1000,0.0219,0.0000,0.0000,35190.8000,17542.8000,0.1995,0.0000,0.0000,0.0000,39277.8591,0.0995,1,0,0
5.9673,38.6000,19.3000,0.1000,0.0493,0.0000,0.0000,35190.8000,17542.8000,0.1995,0.0000,0.0000,0.0000,39277.8591,0.0995,1,0,0
6.0187,38.6000,19.3000,0.1000,0.0877,0.0000,0.0000,35190.8000,17542.8000,0.1995,0.0000,0.0000,0.0000,39277.8591,0.0995,1,0,0
6.0700,38.6000,19.3000,0.1000,0.1410,0.0000,0.0000,35190.8000,17542.8000,0.1995,0.0000,0.0000,0.0000,39277.8591,0.0995,1,0,0
6.1214,38.6000,19.3000,0.1000,0.2009,0.0000,0.0000,38600.0000,19300.0000,0.1995,0.0000,0.0000,0.0000,43112.9559,0.0995,1,0,0
6.1728,38.6000,19.3000,0.1000,0.2608,0.0000,0.0000,38600.0000,19300.0000,0.1032,0.0299,0.0000,0.0000,43112.9559,0.0032,1,0,0
6.2242,38.6000,19.3000,0.1000,0.3207,0.0000,0.0000,38600.0000,19300.0000,0.1032,0.0299,0.0000,0.0000,43112.9559,0.0032,1,0,0
6.2756,38.6000,19.3000,0.1000,0.3806,0.0000,0.0000,38600.0000,19300.0000,0.1032,0.0299,0.0000,0.0000,43112.9559,0.0032,1,0,0
6.3270,38.6000,19.3000,0.1000,0.4405,0.0000,0.0000,38600.0000,19300.0000,0.1032,0.0299,0.0000,0.0000,43112.9559,0.0032,1,0,0
6.3784,38.6000,19.3000,0.1000,0.5004,0.0000,0.0000,38600.0000,19300.0000,0.1032,0.0299,0.0000,0.0000,43112.9559,0.0032,1,0,0
6.4298,38.6000,19.3000,0.1000,0.5603,0.0000,0.0000,38600.0000,19300.0000,0.1032,0.0299,0.0000,0.0000,43112.9559,0.0032,1,0,0
6.4812,38.6000,19.3000,0.1000,0.6203,0.0000,0.0000,38600.0000,19300.0000,0.1032,0.0299,0.0000,0.0000,43112.9559,0.0032,1,0,0
6.5326,38.6000,19.3000,0.1000,0.6802,0.0000,0.0000,38600.0000,19300.0000,0.1032,0.0299,0.0000,0.0000,43112.9559,0.0032,1,0,0
6.5840,38.6000,19.3000,0.1000,0.7401,0.0000,0.0000,38600.0000,19300.0000,0.1032,0.0299,0.0000,0.0000,43112.9559,0.0032,1,0,0
6.6354,38.6000,19.3000,0.1000,0.8000,0.0000,0.0000,38600.0000,19300.0000,0.1032,0.0299,0.0000,0.0000,43112.9559,0.0032,1,0,0
6.6868,38.6000,19.3000,0.1000,0.8599,0.0000,0.0000,38600.0000,19300.0000,0.1032,0.0299,0.0000,0.0000,43112.9559,0.0032,1,0,0
6.7382,38.6000,19.3000,0.1000,0.9198,0.0000,0.0000,38600.0000,19300.0000,0.1032,0.0299,0.0000,0.0000,43112.9559,0.0032,1,0,0
6.7896,38.6000,19.3000,0.1000,0.9797,0.0000,0.0000,38600.0000,19300.0000,0.1032,0.0299,0.0000,0.0000,43112.9559,0.0032,1,0,0
6.8410,38.6000,19.3000,0.1000,1.0396,0.0000,0.0000,38600.0000,19300.0000,0.1032,0.0299,0.0000,0.0000,43112.9559,0.0032,1,0,0
6.8924,38.6000,19.3000,0.1000,1.0996,0.0000,0.0000,38600.0000,19300.0000,0.1032,0.0299,0.0000,0.0000,43112.9559,0.0032,1,0,0
6.9438,38.6000,19.3000,0.1000,1.1595,0.0000,0.0000,38600.0000,19300.0000,0.1032,0.0299,0.0000,0.0000,43112.9559,0.0032,1,0,0
6.9951,38.6000,19.3000,0.1000,1.2194,0.0000,0.0000,38600.0000,19300.0000,0.1032,0.0299,0.0000,0.0000,43112.9559,0.0032,1,0,0
7.0465,38.6000,19.3000,0.1000,1.2793,0.0000,0.0000,38600.0000,19300.0000,0.1001,0.8557,0.0000,0.0000,43112.9559,0.0001,1,0,0
7.0979,38.6000,19.3000,0.1000,1.3392,0.0000,0.0000,38600.0000,19300.0000,0.1001,0.8557,0.0000,0.0000,43112.9559,0.0001,1,0,0
7.1493,38.6000,19.3000,0.1000,1.3925,0.0000,0.0000,38600.0000,19300.0000,0.1001,0.8557,0.0000,0.0000,43112.9559,0.0001,1,0,0
7.2007,38.6000,19.3000,0.1000,1.4308,0.0000,0.0000,38600.0000,19300.0000,0.1001,0.8557,0.0000,0.0000,43112.9559,0.0001,1,0,0
7.2521,38.6000,19.3000,0.1000,1.4582,0.0000,0.0000,38600.0000,19300.0000,0.1001,0.8557,0.0000,0.0000,43112.9559,0.0001,1,0,0
7.3035,38.6000,19.3000,0.1000,1.4747,0.0000,0.0000,38600.0000,19300.0000,0.1001,0.8557,0.0000,0.0000,43112.9559,0.0001,1,0,0
7.3549,38.6000,19.3000,0.1000,1.4802,0.0000,0.0000,38600.0000,19300.0000,0.1001,0.8557,0.0000,0.0000,43112.9559,0.0001,1,0,0
7.8549,38.6000,19.3000,0.1000,1.4802,0.0000,0.0000,38600.0000,19300.0000,0.1001,0.8557,0.0000,0.0000,43112.9559,0.0001,1,0,0
8.1137,38.6000,19.3000,0.1381,1.4802,0.0000,0.0000,38600.0000,19300.0000,0.1001,0.8557,0.0000,0.0000,43112.9559,0.0380,1,1,0
